multilocation_day_id,minutes_id,name,address,lat_long,url,notes,gps_lat,gps_long,address1,city,county,state_province,postal_code,country
,3431,"Charlottesville Friends Meeting House, Charlottesville, Virginia","1104 Forest St, Charlottesville, VA 22903","38.040148, -78.483338",,,,,,,,,,
,3432,"Crossroads Community Baptist Church, Erie, Pennsylvania","5827 Old French Rd, Erie, PA 16509","42.081738, -80.051881",,,,,,,,,,
,3433,"Little Red School House Community Center, Cape Meares, Oregon","5690 4th St NW, Tillamook, OR 97141","45.499010, -123.958727",http://www.capemeares.org/schoolhouse/building-use/,,,,,,,,,
,3434,"Village Hall, Weedon Bec, Northamptonshire, United Kingdom",,"52.228028, -1.084753",,,,,West St,Weedon Bec,Northamptonshire,England,NN7 4QU,United Kingdom
,3435,"Zion Hill Primitive Baptist Church, Douglas, Alabama","1901 Southerland Dr, Horton, AL 35980","34.165478, -86.368456",,,,,,,,,,
,3436,"Fifteenth Street Friends’ Meeting House, Manhattan, New York","15 Rutherford Place, New York, NY 10003","40.733815, -73.985205",http://15stfriends.quaker.org/,,,,,,,,,
,3437,"Mount Moriah Primitive Baptist Church, Four Mile Community, Alabama","Four Mile Dr x Four Mile Church Rd, Anniston, AL 36206","33.760935, -85.774964",,,,,,,,,,
,3438,"Christian County Historical Museum, Taylorville, Illinois","Near IL Routes 29 and 48 on Morrison Drive P.O. Box 28, Taylorville, IL 62568","39.552964, -89.276769",,,,,,,,,,
,3439,"Shady Grove (Keeton Cemetery), Nauvoo (Walker County), Alabama","Keeton Cemetery Rd x Keeton Ln (near Slicklizzard Rd), Nauvoo, AL 35578","33.953091, -87.463703",,,,,,,,,,
,3440,"Smyrna Primitive Baptist Church, Goodwater, Alabama","Co Rd 83, Goodwater, AL 35072","33.051908, -86.019681",,,,,,,,,,
,3442,"Western Carolina University, Cullowhee, North Carolina","1 University Way, Cullowhee, NC 28723","35.310535, -83.182648",http://www.wcu.edu/discover/locations/main-campus/campus-map.aspx,,,,,,,,,
,3443,"St. Mary’s Church and Parish Centre, Willesden, London, United Kingdom",,"51.549005, -0.249901",http://www.shrineofmary.org/#!find/c1uje,,,,Neasden Lane,London,Greater London,England,NW10 2TS,United Kingdom
,3444,"Fuller Lodge Art Center, Los Alamos, New Mexico","2132 Central Ave, Los Alamos, NM 87544","35.881996, -106.302079",http://fullerlodgeartcenter.com/,,,,,,,,,
1,3445,"St. Anthony Park Lutheran Church, St. Paul, Minnesota","2323 Como Ave, St Paul, MN 55108","44.982952, -93.195571",http://saplc.org/,,,,,,,,,
2,3445,"Town Hall - The Landing (formerly Murphy's Landing), Shakopee, Minnesota","2187 County Rd 101, Shakopee, MN 55379","44.803116, -93.492643",https://www.threeriversparks.org/parks/the-landing.aspx,,,,,,,,,
,3446,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,3447,"Old Carrollton Primitive Baptist Church, Carroll County, Georgia","Old Carrollton Rd x Carrollton Villa Rica Hwy, Carrollton, GA 30116","33.632321, -84.983732",http://www.findagrave.com/cgi-bin/fg.cgi?page=crMap&CRid=35996,,,,,,,,,
,3448,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,3449,"Petersburg United Methodist Church, Petersburg, Tennessee","301 Church Street, Petersburg, TN 37144","35.320245, -86.640445",http://www.umc.org/find-a-church/church/42088,,,,,,,,,
,3450,"First Security Bank Annex, Springdale, Arkansas","100 W Emma Ave, Springdale, AR 72764","36.185347, -94.131076",,,,,,,,,,
,3452,"South Kingstown Land Trust Barn, South Kingstown, Rhode Island","17 Matunuck Beach Rd, South Kingstown, RI 02879","41.396607, -71.551159",http://sklt.org/who-we-are/the-barn/,,,,,,,,,
,3453,"Liberty Hill Church, Barnesville, Georgia","Barnesville Jackson Rd, Milner, GA 30257","33.152612, -84.135991",,,,,,,,,,
,3454,"Hopewell Primitive Baptist Church, Oneonta, Alabama","3681 Airport Rd, Altoona, AL 35952","33.965745, -86.374175",,,,,,,,,,
,3455,"King’s Chapel, Arrington, Tennessee","4980 Meadowbrook Blvd, Arrington, TN 37014","35.867226, -86.685705",,,,,,,,,,
,3456,"Faith Primitive Baptist Church, Savannah, Georgia","3212 Bee Rd, Savannah, GA 31404","32.041068, -81.078051",,,,,,,,,,
,3457,"Dripping Spring Christian Church, Columbia, Missouri","2701 W Dripping Springs Rd, Columbia, MO 65202","39.086949, -92.374152",,,,,,,,,,
,3459,"Taylor United Methodist Church, Lafayette County, Mississippi","Tin Can Alley x Main St, Taylor, MS 38673","34.271724, -89.588511",,,,,,,,,,
,3460,"Chestnut Grove Baptist Church, Ider, Alabama","County Rd 651 x County Rd 743, Henagar, AL 35978","34.657826, -85.652685",http://www.chestnutgrovebc.com/directions-to-church.html,,,,,,,,,
,3461,"Muscadine Methodist Church, Muscadine, Alabama","County Rd 49 x County Rd 267 (North Side of town), Muscadine, AL 36269","33.734901, -85.386113",https://www.facebook.com/pages/Muscadine-Methodist-Church/1171874286287312,,,,,,,,,
,3463,"The Laurelhurst Club, Portland, Oregon","3721 SE Ankeny St, Portland, OR 97214","45.522880, -122.624680",thelaurelhurstclub.com,,,,,,,,,
,3464,"Rochester Area Mennonite Fellowship, Rochester, New York","111 Hillside Ave, Rochester, NY 14610","43.143135, -77.562633",http://rochestermennonite.org/,,,,,,,,,
,3465,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,3466,"Andrew’s Chapel/Schoolhouse, Upson County, Georgia","Andrews Chapel Rd, Thomaston, GA 30286","32.901432, -84.223923",,,,,,,,,,
,3467,"United Methodist Church, Sitka, Alaska","303 Kimsham St, Sitka, AK 99835","57.062721, -135.347933",http://www.umcsitka.com/,,,,,,,,,
,3468,"Mt. Oak Methodist Church, Arab, Alabama","Ruth Rd x Mt. Oak Rd, Arab, AL 35016","34.363246, -86.550633",,,,,,,,,,
,3469,"Houston Congregational Church, Houston - Winston County, Alabama","Co Rd 3128, Houston, AL 35572","34.144303, -87.257268",,,,,,,,,,
,3470,"Friends’ Meetinghouse, Bloomington, Indiana","3820 E Moores Pike, Bloomington, IN 47401","39.149811, -86.481779",http://www.bloomingtonfriends.org/,,,,,,,,,
,3471,"Jordan Chapel Methodist Church, Newell (Randolph County), Alabama","County Rd 408 x County Rd 47, Woodland, AL 36280","33.457472, -85.497258",,,,,,,,,,
,3472,"Emory Presbyterian Church, Atlanta, Georgia","1886 N Decatur Rd, Atlanta, GA 30307","33.792840, -84.314516",,,,,,,,,,
,3473,"Jordan Chapel Methodist Church, Newell (Randolph County), Alabama","County Rd 408 x County Rd 47, Woodland, AL 36280","33.457472, -85.497258",,,,,,,,,,
,3474,"New Hope Primitive Baptist Church, Walker County, Alabama","Pineywoods/Sipsey Rd, Walker County, AL 35504","33.890958, -87.123045",,,,,,,,,,
,3475,"Eldridge Farm, near Orleans, Indiana","1194 State Highway 337, Orleans, IN 47452","38.575125, -86.310474",,,,,,,,,,
,3478,"Ebenezer Primitive Baptist Church, Dunwoody, Georgia","7325 Roberts Dr, Dunwoody, GA 30350","33.970467, -84.338826",,,,,,,,,,
,3479,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,3480,"Pilgrim’s Rest Primitive Baptist Church, Attalla, Alabama","US-11 x Purin Rd, Attalla, AL 35954","33.994469, -86.135361",,,,,,,,,,
,3481,"Old Sadsbury Friends Meeting, Christiana, Pennsylvania","1089 Simmontown Rd, Gap, PA 17527","39.970862, -75.990777",http://www.sadsburyfriendsmeeting.org/history/,,,,,,,,,
,3482,"Grinnell United Church of Christ, Grinnell, Iowa","902 Broad St, Grinnell, IA 50112","41.743764, -92.723579",http://meetgrinnellucc.org/,,,,,,,,,
,3483,"Augustana Lutheran Church, Hyde Park, Chicago, Illinois","5500 S Woodlawn Ave, Chicago, IL 60637","41.794843, -87.597416",,,,,,,,,,
,3485,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,3486,"Mt. Ebron Church, Double Springs, Alabama","County Rd 25 x County Rd 4, Double Springs, AL 35553","34.117590, -87.444589",,,,,,,,,,
,3487,"Historic St. John’s Church, Richmond, Virginia","2401 E Broad St, Richmond, VA 23223","37.531331, -77.419667",http://saintjohnsrichmond.org/,,,,,,,,,
,3488,"Immanuel Baptist Church, Nashville, Tennessee","222 Belle Meade Blvd, Nashville, TN 37205","36.111741, -86.854000",http://www.ibcnashville.org/,,,,,,,,,
,3489,"Lenox Community Center, Lenox, Massachusetts","65 Walker Street, Lenox, MA 01240","42.355670, -73.282005",,,,,,,,,,
,3490,"Folklore Village Farm - Plum Grove Church, Dodgeville, Wisconsin","3210 Co Rd BB, Dodgeville, WI 53533","42.969065, -90.021154",,,,,,,,,,
,3491,"St. Luke’s Church, Stapleford, Nottingham, United Kingdom",,"52.940387, -1.277259",,,,,Moorbridge Ln x Hartwood Dr,Stapleford,Nottinghamshire,England,NG9 8GT,United Kingdom
,3492,"Cochran Chapel United Methodist Church, Dallas, Texas","9027 Midway Rd, Dallas, TX 75209","32.862361, -96.836282",,,,,,,,,,
,3493,"Oak Hill Baptist Church, Oxford, Alabama","County Line Rd x Delisa Dr, Oxford, AL 36203","33.585194, -85.815858",,,,,,,,,,
,3494,"West Lane Methodist Church, Haworth, United Kingdom",,"53.832576, -1.959880",,,,,West Lane,Haworth,West Yorkshire,England,BD22,United Kingdom
,3496,"Cross Roads Baptist Church, North of Tallapoosa, Georgia","Cross Roads Church Rd x Steadman Rd, Buchanan, GA 30113","33.863252, -85.343170",http://files.usgwarchives.net/ga/haralson/cemeteries/crossrds.txt,,,,,,,,,
,3497,"Harmony Primitive Baptist Church, Calhoun, Georgia","Harmony Church Rd, Calhoun, GA 30701","34.508210, -84.916419",http://pbchurches.org/2007/11/20/harmony-primitive-baptist-church-calhoun-georgia/,,,,,,,,,
,3498,"King School House (Mt. Vernon Baptist Church), Natural Bridge, Alabama","County Rd 357 (off US Hwy 278), Haleyville, AL 35565","34.103610,-87.572780",http://roadsidethoughts.com/cem_map.htm?cem=Mount%20Vernon%20Missionary%20Baptist%20Church%20Cemetery&lat=34.103610&lon=-87.572780&lsr=gn&st=Alabama&frm=Natural%20Bridge&dir=ENE&dst=1&frm=Natural%20Bridge,,,,,,,,,
,3499,"Eugene Fitzgerald Student Center, Jefferson State Community College (Jefferson Campus), Birmingham, Alabama","2601 Carson Rd, Birmingham, AL 35215","33.653620, -86.707432",http://www.jeffersonstate.edu/,,,,,,,,,
,3501,"Heights Church of Christ, Houston, Texas","1548 Heights Blvd, Houston, TX 77008","29.799701, -95.396909",http://www.1548heights.org/,,,,,,,,,
,3504,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,3505,"Cincinnati Friends Meeting House, Cincinnati, Ohio","8075 Keller Rd, Cincinnati, OH 45243","39.207111, -84.351937",,,,,,,,,,
,3506,"Holy Trinity Church, Mapperley, Derbyshire, United Kingdom",,"52.981831, -1.353655",,,,,Mapperley,Ilkeston,Derbyshire,England,DE7,United Kingdom
,3507,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,3508,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,3509,"Camp Ground Methodist Church, Cleburne County, Alabama","24581 Co Rd 49, Muscadine, AL 36269","33.770347, -85.413262",,,,,,,,,,
,3510,"Irish American Heritage Center, Chicago, Illinois","4626 N Knox Ave, Chicago, IL 60630","41.965317, -87.744410",http://irish-american.org/,,,,,,,,,
,3511,"St. Dunstan’s Episcopal Church, Auburn, Alabama","136 E Magnolia Ave, Auburn, AL 36830","32.606253, -85.480809",,,,,,,,,,
,3512,"County Line Primitive Baptist Church, Cut and Shoot, Texas","300 Brown Rd (FM 3081 & Brown Rd.), Willis, TX 77378, United States","30.430881, -95.325060",,,,,,,,,,
,3513,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,3515,"Home of Mark and Lori Graber, Delavan, Illinois","24666 Armington Road, Delavan, IL 61734","40.337624, -89.459317",,,,,,,,,,
,3516,"Southwestern Baptist Theological Seminary - Cowden Hall, Fort Worth, Texas","Stanley Ave x Broadus St, Forth Worth, TX 76115","32.682829, -97.347316",http://admissions.swbts.edu/visit/,,,,,,,,,
,3518,"Midway Mennonite Reception Center, Lititz, Pennsylvania","210 E Lexington Rd, Lititz, PA 17543","40.187217, -76.297163",,,,,,,,,,
,3519,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,3520,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,3522,"Mt. Hope Baptist Church, Northeast of Sipsey, Alabama","5039 Campbellville Rd, Bremen, AL 35033","33.883750, -87.044944",,,,,,,,,,
,3523,"Wesley Foundation Student Center, Jacksonville, Alabama","510 Pelham Rd N, Jacksonville, AL 36265","33.819758, -85.762041",http://www.jsuwesley.org/,,,,,,,,,
,3524,"Liberty Church (McCormick), Jefferson County, Alabama","7828 McCormick Rd, Dora, AL 35062","33.737918, -87.010312",,,,,,,,,,
,3525,"Oldham Baptist Church, Oldham, Lancashire, United Kingdom",,"53.538485, -2.115240",http://www.oldhambaptistchurch.com/,,,,Chaucer Street,Oldham,Lancashire,England,OL1 1BA,United Kingdom
,3526,"Mayflower Hall, Billericay, Essex, United Kingdom",,"51.623785, 0.418748",http://www.billericayurc.org.uk/mayflower.htm,,,,Chapel Street,Billericay,Essex,England,CM12 9LR,United Kingdom
,3527,"Cannon Chapel, Emory University, Atlanta, Georgia","515 S. Kilgo Circle, Atlanta, GA 30322","33.791380, -84.325102",,,,,,,,,,
,3528,"Rocky Mount Primitive Baptist Church, Daviston, Alabama","County Road 79 x County Road 80, Daviston, AL 36256","33.016557, -85.668546",,,,,,,,,,
,3529,"University of Alabama - Wesley Foundation Methodist Student Center, Tuscaloosa, Alabama","505 9th St, Tuscaloosa, AL 35401","33.206828, -87.542662",http://bamawesley.org/,,,,,,,,,
,3530,"Grinnell Art Center, Grinnell, Iowa","926 Broad St, Grinnell, IA 50112","41.744060, -92.723690",http://www.grinnellarts.org/,,,,,,,,,
,3531,"East Sandwich Friend’s Meetinghouse, Sandwich, Massachusetts","6 Quaker Rd, East Sandwich, MA 02537","41.746911, -70.458945",,,,,,,,,,
,3532,"Mercer Island VFW Hall, Mercer Island, Washington","1836 72nd Ave SE, Mercer Island, WA 98040","47.593628, -122.242797",,,,,,,,,,
,3533,"Food Services Building (Z-6), Carrollton, Georgia","1601 Maple Street, Carrollton, GA 30118","33.572743, -85.105687",,,,,,,,,,
,3534,"Wesleyan Reform Chapel, Oughtibridge, Sheffield, United Kingdom",,"53.435389, -1.541327",http://www.oughtibridgechapel.org.uk/,,,,Church St,Oughtibridge,South Yorkshire,England,S35 0FU,United Kingdom
,3536,"Christ Episcopal Church, Corning, New York","39 E 1st St, Corning, NY 14830","42.141610, -77.053304",,,,,,,,,,
,3537,"Wellborn Community Center, College Station, Texas","4119 Greens Prairie Rd, College Station, TX 77845","30.532734, -96.299265",,,,,,,,,,
,3539,"Pullen Memorial Baptist Chapel, Raleigh, North Carolina","1801 Hillsborough St, Raleigh, NC 27605","35.785058, -78.660963",http://www.pullen.org/,,,,,,,,,
,3540,"Little Red Schoolhouse, Cincinnati, Ohio","8100 Given Rd, Indian Hill, OH 45243","39.203170, -84.323979",http://www.indianhill.org/,,,,,,,,,
,3541,"Sonora Co-Housing, Tucson, Arizona","501 E Roger Rd, Tucson, AZ 85705","32.280366, -110.962704",http://sonoracohousing.com/coho/,,,,,,,,,
,3542,"Aula Maxima - University College Cork, Cork",,"51.893917, -8.492022",,,,,60 College Rd,Cork,County Cork,Munster,,Ireland
,3543,"Ephesus School, Roopville, Georgia","24414 Georgia Hwy 100, Roopville, GA 30170","33.405675, -85.252988",,,,,,,,,,
,3545,"Zion Primitive Baptist Church, Gordo, Alabama","County Rd 49 x Dyer Dr, Gordo, AL 35466","33.424273, -87.879035",,,,,,,,,,
,3546,"Goodshaw Baptist Church, Crawshawbooth, Lancashire, United Kingdom",,"53.729266, -2.287773",,,,,Chapel St.,Crawshawbooth,Lancashire,England,BB4 8BS,United Kingdom
,3547,"Staplefield Village Hall, Crawley, Sussex, United Kingdom",,"51.036759, -0.179271",http://www.anstystaplefield-pc.gov.uk/Core/Ansty-and-Staplefield-Parish-Council/Pages/Local_Amenities_Clubs_and_Events_1.aspx,,,,Cuckfield Rd,Haywards Heath,West Sussex,England,RH17 6ET,United Kingdom
,3548,"St. John’s United Church of Christ, Pinckney, Missouri","3890 State Highway 94, Pinckney Township, MO 63357","38.668303, -91.237424",www.tinyurl.com/pinckney,,,,,,,,,
,3549,"Northampton Center for the Arts, Northampton, Massachusetts","17 New South St, Northampton, MA 01060","42.317183, -72.634324",,,,,,,,,,
,3550,"University of Mississippi - Choral Room - Music Building, Oxford, Mississippi","350 University Avenue, Oxford, MS 38677","34.363988, -89.528444",http://map.olemiss.edu/?id=562&mrkIid=11257330,,,,,,,,,
,3551,"Pleasant Grove Primitive Baptist Church, Boldo, Alabama","Arkedelphia Rd x Boldo Cemetery Rd, Boldo, AL 35504","33.853955, -87.185468",http://files.usgwarchives.net/al/walker/church/bp10pleasant.txt,,,,,,,,,
,3554,"Burwell Building - Wofford College, Spartanburg, South Carolina","429 N Church St, Spartanburg, SC 29303","34.957466, -81.936487",http://www.wofford.edu/uploadedFiles/Wofford_map_download.pdf,,,,,,,,,
,3555,"Shady Grove Primitive Baptist Church, Winston County, Alabama","Alabama Hwy 195 x County Rd 18, Double Springs, AL 35553","34.188949, -87.425988",,,,,,,,,,
,3556,"Franklin Park Baptist Church, Sewickley, Pennsylvania","Nicholson Rd, Sewickley, PA 15143","40.597628, -80.099133",http://www.franklinparkchurch.org/,,,,,,,,,
,3557,"Chapel of Our Saviour, Colorado Springs, Colorado","8 4th St, Colorado Springs, CO 80906","38.795744, -104.843834",http://chapelofoursaviour.com/,,,,,,,,,
,3558,"Wooldale Community Centre, Holmfirth, West Yorkshire, United Kingdom",,"53.578728, -1.769495",,,,,Robert Lane,Holmfirth,West Yorkshire,England,HD9 1XZ,United Kingdom
,3559,"Centenary United Methodist Church, Terre Haute, Indiana","301 N 7th St, Terre Haute, IN 47807","39.469774, -87.406711",,,,,,,,,,
,3560,"Montpelier Grange Hall, Berlin, Vermont","6612 VT-12, Berlin, VT 05602","44.246193, -72.590415",http://capitalcitygrange.org/,,,,,,,,,
,3561,"Emmaus Primitive Baptist Church, Carrollton, Georgia","2063 Oak Grove Church Rd, Carrollton, GA 30117","33.516981, -85.087110",,,,,,,,,,
,3563,"Radnor Primitive Baptist Church, Nashville, Tennessee","503 Brewer Dr, Nashville, TN 37211","36.055695, -86.724642",http://radnorpbc.org/,,,,,,,,,
,3565,"Great Falls Grange, Great Falls, Virginia","9818 Georgetown Pike, Great Falls, VA 22066","38.997689, -77.285634",http://www.fairfaxcounty.gov/parks/hprs/greatfalls.htm,,,,,,,,,
,3566,"Edwardsville Baptist Church, Edwardsville, Alabama","4062 Burton St, Heflin, AL 36264","33.706246, -85.508978",,,,,,,,,,
,3567,"Bethel Primitive Baptist Church, Bruce, Mississippi","MS-9, Bruce, MS 38915","34.012582, -89.352649",,,,,,,,,,
,3568,"Antioch Baptist Church, South of Tallapoosa, Georgia","1050 Old Hwy 100, Waco, GA 30182","33.661946, -85.283001",,,,,,,,,,
,3569,"State Line Church, Cleburne County (Near Muscadine), Alabama","County Rd 207 (between County Rd 69 and the Georgia State Line), Muscadine, AL 36269","33.755559, -85.363100",,,,,,,,,,
,3570,"Rochester Area Mennonite Fellowship, Rochester, New York","111 Hillside Ave, Rochester, NY 14610","43.143135, -77.562633",http://rochestermennonite.org/,,,,,,,,,
,3571,"Berwick Congregational Church, Berwick, Iowa","57th Ave x Berwick Dr, Berwick, IA 50032","41.663469, -93.545600",,,,,,,,,,
,3572,"Antioch Baptist Church, Ider, Alabama","County Rd 783 x County Rd 141, Ider, AL 35981","34.750679, -85.628201",,,,,,,,,,
,3573,"Old County Line Church, Corner, Alabama","Old County Line Church Rd, Warrior, AL 35180","33.807181, -86.927940",,,,,,,,,,
,3574,"Rocky Mount Primitive Baptist Church, Arab, Alabama","Old Gunthersville Hwy off Hwy. 69, Arab, AL 35016","34.346525, -86.449990",,,,,,,,,,
,3575,"Vineville United Methodist Church, Macon, Georgia","2045 Vineville Ave, Macon, GA 31204","32.843375, -83.651257",http://vinevillemethodist.com/,,,,,,,,,
,3576,"Smyrna Primitive Baptist Church, Goodwater, Alabama","Co Rd 83, Goodwater, AL 35072","33.051908, -86.019681",,,,,,,,,,
,3577,"Pine Grove Church, Collinsville, Alabama","County Rd 469, Collinsville, AL 35961","34.218074, -85.857076",,,,,,,,,,
,3578,"Old Harmony Primtive Baptist Church, Abernathy, Alabama","Co Rd 60, Abernathy, AL 36264","33.646132, -85.418326",,,,,,,,,,
,3579,"Oak Grove Primitive Baptist Church, Alpharetta, Georgia","Birmingham Rd x Freemanville Rd, Alpharetta, GA 30004","34.165021, -84.318133",,,,,,,,,,
,3580,"Finnish Brotherhood Hall, Berkeley, California","1970 Chestnut St, Berkeley, CA 94702","37.870087, -122.288392",http://www.finnishhall.org/,,,,,,,,,
,3581,"Kegworth Village Hall, Leicestershire, United Kingdom",,"52.837755, -1.276204",https://www.hallshire.com/halls/view/1108/kegworth-village-hall,,,,Nottingham Rd,Kegworth,Leicestershire,England,DE74 2EH,United Kingdom
,3582,"Friendship Primitive Baptist Church, Haleyville, Alabama","County Road 23 (in between intersections with County Road 3217 and Violet Road), Haleyville, AL 35565","34.236831, -87.513971",,,,,,,,,,
,3583,"St. Michael Church, Cleburne County, Alabama","County Rd 14 x County Rd 40, Muscadine, AL 36269","33.815221, -85.406945",http://www.interment.net/data/us/al/cleburne/st_michael.htm,,,,,,,,,
,3584,"St. John’s Episcopal Church, Harrison, Arkansas","707 W Central Ave, Harrison, AR 72601","36.229180, -93.115803",http://stjohnsharrison.org/,,,,,,,,,
,3585,"The Village Ballroom, Portland, Oregon","704 NE Dekum St, Portland, OR 97211","45.571562, -122.658145",http://www.villageballroom.com/,,,,,,,,,
,3586,"York Friends Meetinghouse, York, Pennsylvania","135 W Philadelphia St, York, PA 17401","39.963026, -76.731696",https://www.fgcquaker.org/cloud/york-friends-meeting,,,,,,,,,
,3588,"Mount Zion Primitive Baptist Church, Ashland, Alabama","Clay County 5, Ashland, AL 36251","33.238271, -85.888454",,,,,,,,,,
,3589,"Trinity United Methodist Church, Memphis, Tennessee","1738 Galloway Ave, Memphis, TN 38112","35.150303, -90.002727",http://www.trinityumcmemphis.org/,,,,,,,,,
,3590,"Old South Church, Boston, Massachusetts","645 Boylston St, Boston, MA 02116","42.350222, -71.078004",http://www.oldsouth.org/,,,,,,,,,
,3591,"Nan Herring Pavilion, Furman University, Greenville, South Carolina","3300 Poinsett Hwy, Greenville, SC 29613","34.926865, -82.434350",https://campusmap.furman.edu/,,,,,,,,,
,3592,"Augusta Old Line Primitive Baptist Church, Martinez, Georgia","3646 Old Petersburg Rd, Martinez, GA 30907","33.519542, -82.083046",,,,,,,,,,
,3593,"Montclair Friends Meetinghouse, Montclair, New Jersey","289 Park St, Montclair, NJ 07043","40.833339, -74.204178",,,,,,,,,,
,3594,"Mt. Olive Primitive Baptist Church, Cullman, Alabama","Brunner St x St. Joseph St, Cullman, AL 35055","34.179857, -86.858265",https://pbchurches.org/2008/01/22/mt-olive-primitive-baptist-church-cullman-alabama/,,,,,,,,,
,3595,"Angels Gate Cultural Center, San Pedro, California","3601 S Gaffey St, San Pedro, CA 90731","33.713440, -118.293494",http://www.angelsgateart.org/,,,,,,,,,
,3596,"Mt. Zion Methodist Church, Harrodsburg, Kentucky","Lexington Rd (Hwy 68), Harrodsburg, KY 40330","37.839942, -84.725402",,,,,,,,,,
,3597,"Shoal Creek Primitive Baptist Church, Newton County, Georgia","Shoals Creek Church Rd x Hwy 229, Mansfield, GA 30055","33.548952, -83.686080",,,,,,,,,,
,3598,"Zion Hill Primitive Baptist Church, Douglas, Alabama","1901 Southerland Dr, Horton, AL 35980","34.165478, -86.368456",,,,,,,,,,
,3599,"Cane Creek Primitive Baptist Church, Cleburne County, Alabama","US-78, Heflin, AL 36264","33.687325, -85.526104",,,,,,,,,,
,3600,"Rocky Mount Primitive Baptist Church, Daviston, Alabama","County Road 79 x County Road 80, Daviston, AL 36256","33.016557, -85.668546",,,,,,,,,,
,3602,"South Malling Parish Church, Lewes, Sussex, United Kingdom",,"50.881170, 0.006867",http://www.southmallingchurch.org.uk/,,,,Church Ln,Lewes,East Sussex,England,BN7,United Kingdom
,3603,"Gum Pond Primitive Baptist Church, Eva, Alabama","Gum Pond Rd x Thompson Hollow, Eva, AL 35621","34.330782, -86.674134",,,,,,,,,,
,3605,"Gage Hall, Charleston, South Carolina","4 Archdale St, Charleston, SC 29401","32.778163, -79.934364",,,,,,,,,,
,3606,"University of Chicago - Ida Noyes Hall, Chicago, Illinois","1212 E 59th St, Chicago, IL 60637","41.788046, -87.595566",https://maps.uchicago.edu/?location=Ida+Noyes+Hall,,,,,,,,,
,3608,"Old Courthouse Museum, Vicksburg, Mississippi","1008 Cherry St, Vicksburg, MS 39183","32.352152, -90.878689",http://oldcourthouse.org/,,,,,,,,,
,3609,"Mount Pisgah Primitive Baptist Church, Sylvester, Georgia","1742 Evergreen Rd, Sylvester, GA 31791","31.421414, -83.879929",http://www.baileymonumentco.info/cemeteries-locations/georgia-cemeteries/worth-co/,,,,,,,,,
,3610,"Oakhurst Baptist Church, Decatur, Georgia","222 East Lake Dr, Decatur, GA 30030","33.763100, -84.310796",http://www.oakhurstbaptist.org/,,,,,,,,,
,3611,"St. Bartholomew’s Church Hall, Benton, Newcastle upon Tyne, United Kingdom",,"55.016001, -1.568647",http://www.stbartholomewschurch.org.uk/,,,,"3 Station Rd, Forest Hall",Newcastle upon Tyne,Tyne and Wear,England,NE12 8AN,United Kingdom
,3612,"Millwood Community Center, Millwood, Virginia","1610 Millwood Ave (Va Rte 723), Boyce, VA 22620","39.074794, -78.041818",,,,,,,,,,
,3613,"Sabbathday Lake Shaker Village Meetinghouse, New Gloucester, Maine","707 Shaker Rd, New Gloucester, ME 04260","43.986391, -70.366144",http://maineshakers.com/,,,,,,,,,
,3614,"Holly Springs Primitive Baptist Church, Bremen, Georgia","Holly Springs Rd (Near I-20 x US Hwy 27), Bremen, GA 30117","33.683408, -85.149538",http://pbchurches.org/2008/12/05/holly-springs-primitive-baptist-church-bremen-georgia/,,,,,,,,,
,3615,"Liberty Church, Henagar, Alabama","1500 Liberty Rd, Henagar, AL 35978","34.651086, -85.757431",,,,,,,,,,
,3616,"Fellowship Primitive Baptist Church, Cullman County, Alabama","US Hwy 278 x County Rd 813, Cullman, AL 35057","34.194113, -86.956728",,,,,,,,,,
